774,111,63,1
774,112,1,37
836,112,1,36
624,137,1,3
683,137,1,2
625,138,58,1
684,138,2,1
623,139,1,37
685,139,1,37
426,141,48,1
426,142,1,22
473,142,2,1
474,143,1,21
507,146,13,1
507,147,1,2
519,147,1,2
835,147,1,3
506,148,1,19
520,148,16,1
775,148,2,1
535,149,3,1
776,149,59,1
537,150,7,1
394,151,1,2
543,151,1,5
392,152,2,1
395,152,1,3
385,153,8,1
382,154,4,1
396,154,1,5
379,155,4,1
542,155,1,10
370,156,10,1
370,157,1,2
359,158,11,1
397,158,1,7
359,159,1,2
348,160,11,1
348,161,1,3
349,163,1,5
427,163,47,1
398,164,2,1
541,164,1,6
399,165,1,11
507,166,11,1
350,167,1,4
517,167,4,1
520,168,13,1
532,169,5,1
540,169,1,2
351,170,1,9
536,170,4,1
539,171,1,1
622,174,1,2
388,175,11,1
624,175,61,1
387,176,2,1
379,177,9,1
352,178,1,4
375,178,5,1
371,179,5,1
364,180,8,1
353,181,1,3
362,181,3,1
355,182,8,1
354,183,2,1
867,191,9,1
866,192,2,1
875,192,60,1
866,193,1,38
934,193,2,1
935,194,1,36
15,224,53,1
15,225,1,28
31,225,1,2
36,225,30,1
67,225,1,1
23,226,8,1
23,227,1,2
24,228,25,1
43,229,8,1
891,229,8,1
900,229,21,1
927,229,8,1
43,230,1,3
867,230,25,1
894,230,2,1
898,230,3,1
920,230,8,1
930,230,2,1
44,232,14,1
62,232,6,1
57,233,1,5
62,233,2,1
65,233,1,3
67,233,1,28
62,234,2,1
62,235,3,1
60,236,3,1
58,237,3,1
14,252,1,8
252,256,6,1
244,257,9,1
257,257,1,3
240,258,5,1
15,259,2,1
232,259,9,1
258,259,1,8
16,260,51,1
225,260,8,1
218,261,8,1
208,262,11,1
206,263,3,1
205,264,2,1
205,265,1,5
259,266,1,5
811,266,5,1
810,267,2,1
814,267,1,2
808,268,3,1
815,268,1,14
206,269,1,6
808,269,1,2
260,270,1,10
807,270,1,2
805,271,2,1
803,272,3,1
799,273,5,1
207,274,1,10
796,274,4,1
793,275,4,1
790,276,4,1
790,277,1,2
783,278,7,1
255,279,5,1
783,279,1,2
255,280,1,2
769,280,14,1
239,281,16,1
768,281,2,1
809,281,6,1
239,282,1,2
753,282,16,1
808,282,2,1
208,283,1,4
227,283,12,1
746,283,8,1
807,283,2,1
222,284,6,1
746,284,1,16
806,284,2,1
215,285,8,1
806,285,1,7
209,286,7,1
745,286,1,1
807,291,1,2
808,292,1,3
818,292,22,1
818,293,1,2
839,293,1,17
809,294,9,1
743,299,3,1
737,300,7,1
736,301,2,1
734,302,3,1
734,303,1,2
725,304,9,1
725,305,1,15
832,309,7,1
831,310,2,1
151,311,1,3
830,311,2,1
152,312,2,1
829,312,2,1
150,313,1,3
153,313,5,1
829,313,1,4
157,314,3,1
149,315,1,2
159,315,1,2
148,316,1,5
160,316,4,1
803,316,12,1
830,316,1,5
163,317,1,2
801,317,3,1
814,317,1,9
164,318,4,1
801,318,1,16
167,319,2,1
726,319,1,7
771,319,14,1
146,320,2,1
168,320,6,1
771,320,1,16
784,320,1,3
831,320,1,4
146,321,1,4
173,321,1,3
743,321,12,1
742,322,2,1
754,322,2,1
785,322,1,2
171,323,2,1
741,323,2,1
755,323,1,5
786,323,1,13
830,323,1,8
145,324,1,2
171,324,1,3
740,324,2,1
144,325,1,6
727,325,1,15
740,325,1,4
815,325,1,3
170,326,1,2
169,327,1,4
756,327,1,10
816,327,1,3
741,328,1,10
817,329,1,7
142,330,2,1
168,330,1,4
831,330,1,13
142,331,1,2
141,332,1,3
166,333,2,1
794,333,7,1
140,334,1,3
166,334,1,4
742,334,1,2
794,334,1,2
765,335,6,1
787,335,7,1
818,335,1,7
139,336,1,4
757,336,1,2
764,336,2,1
788,336,2,1
165,337,1,2
737,337,4,1
758,337,1,3
760,337,5,1
164,338,1,3
735,338,3,1
759,338,2,1
138,339,1,3
728,339,1,4
731,339,5,1
759,339,1,1
163,340,1,5
729,340,3,1
733,340,1,1
137,341,1,4
727,341,1,1
729,341,1,1
819,341,1,2
820,342,11,1
136,344,1,3
161,344,2,1
161,345,1,5
134,346,2,1
134,347,1,5
159,349,2,1
159,350,1,5
132,351,2,1
132,352,1,5
157,354,2,1
157,355,1,3
130,356,2,1
130,357,1,5
156,357,1,3
155,359,1,3
131,361,4,1
154,361,1,3
134,362,2,1
135,363,5,1
153,363,1,3
139,364,2,1
140,365,3,1
152,365,1,3
142,366,4,1
145,367,2,1
151,367,1,3
146,368,4,1
149,369,2,1
146,412,4,1
145,413,2,1
149,413,1,24
134,414,12,1
1264,414,6,1
134,415,1,2
1264,415,1,5
1269,415,1,3
128,416,6,1
126,417,3,1
1267,417,2,1
1274,417,1,2
1276,417,14,1
1293,417,4,1
125,418,2,1
1267,418,1,2
1271,418,3,1
1275,418,2,1
1289,418,5,1
1295,418,2,1
125,419,1,18
1265,419,1,3
1268,419,2,1
1272,419,1,2
1289,419,1,2
1292,419,1,2
1295,419,1,6
1269,420,3,1
1290,420,2,1
1266,421,1,4
1264,424,2,1
1296,424,1,3
1264,425,1,29
1297,426,1,6
1295,431,2,1
1295,432,1,3
1291,434,4,1
1291,435,1,5
124,436,1,6
148,436,1,3
147,438,1,12
1290,439,1,4
123,441,1,5
1291,442,1,4
122,445,1,5
1271,445,20,1
1585,445,1,1
1269,446,3,1
1582,446,2,1
1595,446,1,1
1607,446,2,1
1683,446,1,3
1696,446,1,1
1269,447,1,3
1582,447,1,2
1594,447,1,1
1682,447,1,2
1694,447,1,2
1581,448,1,1
1593,448,1,1
1605,448,1,1
1669,448,1,2
1720,448,1,1
120,449,2,1
145,449,2,1
1267,449,2,1
1580,449,1,1
1668,449,1,2
1680,449,2,1
120,450,1,8
145,450,1,8
1267,450,1,4
1579,450,1,1
1591,450,2,1
1604,450,1,1
1666,450,2,1
1680,450,2,1
1692,450,2,1
1718,450,2,1
1591,451,2,1
1603,451,1,1
1666,451,2,1
1692,451,2,1
1268,452,1,2
1577,452,1,2
1588,452,2,1
1600,452,3,1
1614,452,2,1
1678,452,2,1
1690,452,2,1
1265,453,2,1
1588,453,2,1
1600,453,3,1
1614,453,2,1
1678,453,2,1
1690,453,2,1
1113,454,44,1
1363,454,44,1
1561,454,1,2
1575,454,1,2
1586,454,2,1
1598,454,4,1
1675,454,2,1
1687,454,2,1
1713,454,1,1
1114,455,1,16
1156,455,1,2
1362,455,2,1
1406,455,1,13
1560,455,1,1
1586,455,2,1
1598,455,4,1
1675,455,2,1
1688,455,1,1
1113,456,1,2
1157,456,1,7
1362,456,1,12
118,457,2,1
144,457,1,2
1584,457,2,1
1685,457,1,1
1711,457,1,1
118,458,1,5
143,458,1,5
1113,460,1,1
1720,460,1,1
117,462,1,2
142,462,1,4
1156,462,1,2
116,463,1,4
1147,463,9,1
1113,464,1,2
1146,464,2,1
1716,464,1,1
141,465,1,3
1145,465,2,1
115,466,1,3
1145,466,1,4
1563,466,1,2
140,467,1,3
1363,467,1,2
1381,467,5,1
1387,467,19,1
114,468,1,2
1364,468,3,1
1371,468,11,1
1385,468,3,1
113,469,1,3
139,469,1,3
1115,469,30,1
1364,469,1,1
1366,469,6,1
1113,470,1,14
1115,470,1,14
112,471,1,3
138,471,1,4
111,473,1,3
137,474,1,3
110,475,1,2
108,476,2,1
136,476,1,2
108,477,1,7
135,477,1,5
106,480,2,1
106,481,2,1
133,481,2,1
133,482,1,4
109,483,3,1
1114,483,1,2
111,484,2,1
112,485,1,2
131,485,2,1
113,486,2,1
131,486,1,3
1720,486,2,1
114,487,2,1
1718,487,2,1
115,488,2,1
130,488,1,2
1718,488,2,1
116,489,3,1
129,489,1,2
118,490,1,2
128,490,1,2
1716,490,1,2
119,491,2,1
127,491,1,3
1564,491,1,1
120,492,1,2
1713,492,2,1
121,493,3,1
126,493,1,3
1713,493,2,1
123,494,1,2
1711,494,2,1
124,495,2,1
1711,495,2,1
1688,528,1,1
1690,528,1,1
1675,530,1,1
1688,530,2,1
1714,530,1,1
1685,532,2,1
1711,532,1,2
1685,533,2,1
1571,534,1,2
1683,534,2,1
1709,534,1,2
1683,535,2,1
1694,536,2,1
1680,537,2,1
1694,537,2,1
1706,537,2,1
1680,538,2,1
233,539,1,2
1692,539,1,1
230,540,3,1
234,540,1,4
1678,540,1,2
226,541,5,1
1679,541,1,1
1690,541,1,1
224,542,3,1
222,543,3,1
235,543,1,2
216,544,7,1
236,544,1,5
216,545,1,2
210,546,6,1
1697,546,1,2
210,547,1,2
205,548,5,1
237,548,1,4
204,549,2,1
202,550,3,1
198,551,5,1
238,551,2,1
196,552,3,1
239,552,1,7
192,553,5,1
190,554,3,1
188,555,3,1
92,556,10,1
184,556,5,1
92,557,1,2
101,557,3,1
